>>> Chat History with another_cleanpan::
2025-02-18 11:35:52 UTC prinsz.dom: no no, "aki" reminds me of someone
2025-02-18 11:34:44 UTC lsnjsmn._13: dyk the meaning of that cs po?
2025-02-18 11:34:29 UTC lsnjsmn._13: uhmm, what if "aki" po?
2025-02-18 11:33:20 UTC prinsz.dom: that sounds nice
2025-02-18 11:33:13 UTC prinsz.dom: hmm, yeah
2025-02-18 11:32:54 UTC lsnjsmn._13: it's a short term of callsign po
2025-02-18 11:32:34 UTC prinsz.dom: cs? (was das?)
2025-02-18 11:32:18 UTC lsnjsmn._13: do you want a lowkey cs po?
2025-02-18 11:32:04 UTC lsnjsmn._13: heyy sky
2025-02-18 11:11:56 UTC prinsz.dom: https://www.tiktokv.com/share/video/7472016769759071496/
2025-02-18 10:57:37 UTC lsnjsmn._13: okii poo, thankyou for informing me po.  restwell po and goodluck for the result of your research po :')
2025-02-18 10:56:13 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7471948397923061014/
2025-02-18 10:55:13 UTC prinsz.dom: wala po ako bukas sa school dahil poy akoy magpapahinga, nakakapagod ung kanina
2025-02-18 10:54:47 UTC prinsz.dom: hello, inform ko lang po ikaw for tomorrow
2025-02-18 08:52:30 UTC prinsz.dom: https://www.tiktokv.com/share/video/7472401224025885998/
2025-02-18 08:51:49 UTC prinsz.dom: https://www.tiktokv.com/share/video/7472356702868802834/
2025-02-18 08:49:22 UTC prinsz.dom: thank you po!
2025-02-18 08:49:08 UTC prinsz.dom: hello kakauwi ko lng po!
2025-02-18 06:54:03 UTC lsnjsmn._13: goodluckkk pooo
2025-02-18 06:53:52 UTC lsnjsmn._13: haii, kakauwi ko langgg
2025-02-17 21:21:16 UTC prinsz.dom: hello, not sure if mababasa nyo po ito on time pero, aabot po kami ngayon hangang 4... if you ever wanna visit us, nasa covered court po kami 12:00-4:00
2025-02-17 21:16:50 UTC prinsz.dom: goodmorning moon!
2025-02-17 21:16:43 UTC prinsz.dom: GOODMORNING MY LOVE!!
2025-02-17 20:03:23 UTC lsnjsmn._13: goodmorninggg moon
2025-02-17 20:03:17 UTC lsnjsmn._13: GOODMORNINGGG
2025-02-17 13:22:59 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7471345660369866027/
2025-02-17 13:11:13 UTC lsnjsmn._13: yesss pooo, ikaw po?
2025-02-17 12:39:49 UTC prinsz.dom: hello kumain kna po?
2025-02-17 08:28:56 UTC prinsz.dom: https://www.tiktokv.com/share/video/7472185452146036014/
2025-02-17 08:24:50 UTC prinsz.dom: https://www.tiktokv.com/share/video/7472247289763941674/
2025-02-17 08:23:11 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471552874292448519/
2025-02-17 08:21:29 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471381378458864939/
2025-02-17 08:21:11 UTC prinsz.dom: https://www.tiktokv.com/share/video/7472018536991313194/
2025-02-17 08:19:35 UTC prinsz.dom: https://www.tiktokv.com/share/video/7472023477575339286/
2025-02-17 08:17:36 UTC prinsz.dom: https://www.tiktokv.com/share/video/7472265368652844296/
2025-02-17 08:15:33 UTC prinsz.dom: https://www.tiktokv.com/share/video/7472288519244008750/
2025-02-17 08:13:17 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471918989292211499/
2025-02-17 08:11:04 UTC prinsz.dom: https://www.tiktokv.com/share/video/7472102728693550378/
2025-02-17 08:09:13 UTC prinsz.dom: https://www.tiktokv.com/share/video/7472090185908391214/
2025-02-17 08:08:05 UTC prinsz.dom: https://www.tiktokv.com/share/video/7460681791750311176/
2025-02-17 07:55:45 UTC prinsz.dom: https://www.tiktokv.com/share/video/7472262034558586130/
2025-02-17 07:54:11 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471982215891586322/
2025-02-17 07:51:12 UTC prinsz.dom: https://www.tiktokv.com/share/video/7472259751053692178/
2025-02-17 07:49:42 UTC lsnjsmn._13: opooo
2025-02-17 07:49:30 UTC prinsz.dom: no problem po, basta laging mag ingat po a
2025-02-17 07:48:40 UTC lsnjsmn._13: thankyousooomuchhh po perooo later nalang daw po eh
2025-02-17 07:48:19 UTC lsnjsmn._13: sameee, cleaners din ako every monday eh BWAHSHAHAHAHAHASHAH perooo kanina pa po ako umuwi kasi galing din ako'ng libraryy, sklllll
2025-02-17 07:47:21 UTC prinsz.dom: ingat po kayo!
2025-02-17 07:47:13 UTC prinsz.dom: hello kakauwi ko lng po (cleaners)
2025-02-17 06:46:16 UTC lsnjsmn._13: vball lang po munaaa kami ng friendzz kooo
2025-02-17 06:45:59 UTC lsnjsmn._13: haii, jgh pooo
2025-02-16 21:00:20 UTC prinsz.dom: https://www.tiktokv.com/share/video/7472058122232663342/
2025-02-16 20:59:41 UTC prinsz.dom: goodmorning moon!
2025-02-16 20:59:34 UTC prinsz.dom: GOODMORNING LOVE! 💕
2025-02-16 20:27:12 UTC lsnjsmn._13: goodmorninggg moonnn
2025-02-16 20:27:04 UTC lsnjsmn._13: GOODMORNINGGG
2025-02-16 13:04:39 UTC lsnjsmn._13: seeyahhh, mwpz!
2025-02-16 13:04:24 UTC lsnjsmn._13: sweetdreamss
2025-02-16 13:04:19 UTC lsnjsmn._13: sleepwell and sleeptighttt
2025-02-16 13:04:11 UTC lsnjsmn._13: goodnightieee
2025-02-16 13:04:10 UTC prinsz.dom: see you tomorrow!
2025-02-16 13:04:04 UTC prinsz.dom: goodnight moon
2025-02-16 13:04:01 UTC prinsz.dom: sleep tight!
2025-02-16 13:03:59 UTC prinsz.dom: goodnight sweet dreams my love!
2025-02-16 13:03:52 UTC prinsz.dom: matutulog na po ako
2025-02-16 12:53:44 UTC lsnjsmn._13: that's nice po
2025-02-16 12:53:27 UTC prinsz.dom: good to know!
2025-02-16 12:53:18 UTC prinsz.dom: yes po tapos na din po
2025-02-16 12:52:52 UTC lsnjsmn._13: ay opooo hehehe
2025-02-16 12:52:40 UTC prinsz.dom: hello kumain kna po?
2025-02-16 12:52:38 UTC lsnjsmn._13: kumain ka na po?
2025-02-16 12:52:30 UTC lsnjsmn._13: HAII
2025-02-16 10:57:03 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471738118236867847/
2025-02-16 09:24:15 UTC prinsz.dom: https://www.tiktokv.com/share/video/7457306168650632494/
2025-02-16 09:20:49 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471627483239009557/
2025-02-16 09:19:46 UTC prinsz.dom: https://www.tiktokv.com/share/video/7450557259173891374/
2025-02-16 07:27:27 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471700443727400214/
2025-02-16 06:48:49 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471717433783487790/
2025-02-16 06:38:03 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470554142210018582/
2025-02-16 06:31:25 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471636405849034026/
2025-02-16 06:31:00 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471560383061331218/
2025-02-16 06:27:50 UTC prinsz.dom: https://www.tiktokv.com/share/video/7461151012192062763/
2025-02-16 04:47:04 UTC prinsz.dom: https://www.tiktokv.com/share/video/7461743331916369198/
2025-02-16 03:54:53 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471647486042475794/
2025-02-16 03:48:28 UTC prinsz.dom: https://www.tiktokv.com/share/video/7469446276980018452/
2025-02-16 03:44:51 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471778738682858774/
2025-02-16 03:44:37 UTC prinsz.dom: https://www.tiktokv.com/share/video/7464937516878105899/
2025-02-16 03:29:03 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470278364595490055/
2025-02-16 03:26:46 UTC prinsz.dom: https://www.tiktokv.com/share/video/7461795037026880814/
2025-02-16 03:25:05 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471023420461829422/
2025-02-16 03:24:42 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471752496222866734/
2025-02-16 02:08:46 UTC lsnjsmn._13: goodmorninggg moonnn
2025-02-16 02:08:42 UTC lsnjsmn._13: GOODMORNINGGG
2025-02-16 00:00:59 UTC prinsz.dom: https://www.tiktokv.com/share/video/7461705973556677918/
2025-02-16 00:00:27 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471628169943076139/
2025-02-16 00:00:07 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471674015438884139/
2025-02-15 23:56:24 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471783387791936810/
2025-02-15 23:55:48 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471373746482253072/
2025-02-15 23:53:15 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471650594583776520/
2025-02-15 23:52:59 UTC prinsz.dom: https://www.tiktokv.com/share/video/7461132870648597778/
2025-02-15 23:48:35 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471782019165359406/
2025-02-15 23:26:29 UTC prinsz.dom: https://www.tiktokv.com/share/video/7452326767391427862/
2025-02-15 23:24:57 UTC prinsz.dom: goodmorning moon
2025-02-15 23:24:52 UTC prinsz.dom: GUTEN MORGEN MEINE LIEBE!! 💕
2025-02-15 17:12:26 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7469239482114657554/
2025-02-15 14:46:22 UTC lsnjsmn._13: eh, ikaw pooo??
2025-02-15 14:46:15 UTC lsnjsmn._13: slr
2025-02-15 14:46:14 UTC lsnjsmn._13: yess poooo
2025-02-15 14:46:10 UTC lsnjsmn._13: hii
2025-02-15 13:16:47 UTC prinsz.dom: hello kumain kna po love?
2025-02-15 07:46:59 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471262168306961707/
2025-02-15 07:32:37 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471262947944467758/
2025-02-15 07:18:42 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470659734681505066/
2025-02-15 07:09:22 UTC prinsz.dom: https://www.tiktokv.com/share/video/7440491018371353878/
2025-02-15 06:46:13 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471518415375715602/
2025-02-15 06:44:32 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470470070553283886/
2025-02-15 06:38:36 UTC prinsz.dom: https://www.tiktokv.com/share/video/7469741384757431560/
2025-02-15 06:32:19 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471041405096594706/
2025-02-15 06:25:36 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471505091078655278/
2025-02-15 06:25:15 UTC lsnjsmn._13: that's gooddd
2025-02-15 06:24:36 UTC prinsz.dom: yes po tapos na rin po ako kumain
2025-02-15 06:24:28 UTC prinsz.dom: gut to know!
2025-02-15 06:24:07 UTC lsnjsmn._13: hii, slr. yesss, ikw?
2025-02-15 04:44:18 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471089293780405512/
2025-02-15 04:38:47 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471251211875011846/
2025-02-15 04:28:08 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470884780507204894/
2025-02-15 04:24:25 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471443252894289195/
2025-02-15 03:44:26 UTC prinsz.dom: hello kumain kna po love?
2025-02-15 02:21:37 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471287649983089927/
2025-02-15 02:14:44 UTC prinsz.dom: goodmorning moon
2025-02-15 02:14:40 UTC prinsz.dom: goodmorning love!💕
2025-02-15 02:13:38 UTC lsnjsmn._13: goodmorning moonn
2025-02-15 02:13:32 UTC lsnjsmn._13: goodmorninggg
2025-02-14 13:58:56 UTC prinsz.dom: goodnight moon
2025-02-14 13:58:49 UTC prinsz.dom: goodnight sweet dreams sleep tight ml 💗😊
2025-02-14 13:58:39 UTC prinsz.dom: matutulog na po ako
2025-02-14 13:57:23 UTC prinsz.dom: https://www.tiktokv.com/share/video/7464168004218080513/
2025-02-14 13:49:49 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470653002634792235/
2025-02-14 13:45:56 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470888958688267542/
2025-02-14 13:43:47 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471204355035729170/
2025-02-14 13:36:38 UTC prinsz.dom: https://www.tiktokv.com/share/video/7450993425102474519/
2025-02-14 12:43:05 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7471151320431430930/
2025-02-14 09:08:48 UTC prinsz.dom: https://www.tiktokv.com/share/video/7469608855022947602/
2025-02-14 09:04:53 UTC prinsz.dom: https://www.tiktokv.com/share/video/7462345454718684438/
2025-02-14 09:03:04 UTC prinsz.dom: https://www.tiktokv.com/share/video/7459083038467591446/
2025-02-14 09:02:35 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471146714179570964/
2025-02-14 09:01:01 UTC prinsz.dom: https://www.tiktokv.com/share/video/7456029619834211592/
2025-02-14 09:00:54 UTC prinsz.dom: https://www.tiktokv.com/share/video/7469793495159491882/
2025-02-14 09:00:46 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470946341078830356/
2025-02-14 09:00:37 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470617616697117983/
2025-02-14 08:58:45 UTC prinsz.dom: https://www.tiktokv.com/share/video/7455814912598756630/
2025-02-14 08:55:10 UTC prinsz.dom: https://www.tiktokv.com/share/video/7462883224608312598/
2025-02-14 08:49:51 UTC prinsz.dom: https://www.tiktokv.com/share/video/7460134037034667286/
2025-02-14 08:47:40 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470995476406340906/
2025-02-14 08:03:15 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471010393935088939/
2025-02-14 07:58:51 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471107866867420434/
2025-02-14 07:48:28 UTC prinsz.dom: https://www.tiktokv.com/share/video/7471148358296472875/
2025-02-13 21:02:32 UTC prinsz.dom: goodmorning moon
2025-02-13 21:02:27 UTC prinsz.dom: happy Valentine's!! 💖
2025-02-13 21:02:15 UTC prinsz.dom: Good morning my love!!
2025-02-13 20:24:57 UTC lsnjsmn._13: goodmorninggg moon
2025-02-13 20:24:47 UTC lsnjsmn._13: happyyyyy valentinesssss pooooo! 🫂🫀
2025-02-13 20:24:31 UTC lsnjsmn._13: hello po, good morninggggg
2025-02-13 12:03:52 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470726582596832530/
2025-02-13 12:01:04 UTC prinsz.dom: ikaw po? kumain na you?
2025-02-13 12:00:03 UTC lsnjsmn._13: good to knowww
2025-02-13 11:49:30 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470245196291116330/
2025-02-13 11:48:20 UTC prinsz.dom: slr
2025-02-13 11:48:12 UTC prinsz.dom: opo kakatapos lng po
2025-02-13 11:04:30 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7470464915397037330/
2025-02-13 11:00:51 UTC lsnjsmn._13: hii po, kumain ka na pooo??
2025-02-13 11:00:47 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470620164929932574/
2025-02-13 11:00:33 UTC prinsz.dom: https://www.tiktokv.com/share/video/7455553890520419630/
2025-02-13 11:00:26 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470710122910731541/
2025-02-13 10:56:47 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470331769246485781/
2025-02-13 10:55:23 UTC prinsz.dom: https://www.tiktokv.com/share/video/7456224021043023150/
2025-02-13 10:53:01 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470603492307012881/
2025-02-13 10:51:34 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470616980068928814/
2025-02-13 10:51:21 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7470763149948505351/
2025-02-13 10:51:13 UTC prinsz.dom: https://www.tiktokv.com/share/video/7467054176124554518/
2025-02-13 10:42:32 UTC prinsz.dom: https://www.tiktokv.com/share/video/7469978842359205141/
2025-02-13 10:42:18 UTC prinsz.dom: https://www.tiktokv.com/share/video/7453531718973213974/
2025-02-13 10:41:33 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7460119687494421778/
2025-02-13 10:37:21 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470015883956522256/
2025-02-13 10:35:07 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470333442127957269/
2025-02-13 10:26:54 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7448167718932466951/
2025-02-13 10:24:54 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470208882896342314/
2025-02-13 10:21:59 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7468975835219889428/
2025-02-13 09:25:44 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7451298318887439659/
2025-02-13 09:17:03 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7461228313105812742/
2025-02-13 09:07:14 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7470518860534320392/
2025-02-13 08:49:27 UTC prinsz.dom: https://www.tiktokv.com/share/video/7459554485002800430/
2025-02-13 08:48:39 UTC prinsz.dom: I'll also do anything just to keep you in my life, I dont want to lose you, I don't want you to fall out of love on me, I don't want us to go different paths in life, what I wish is that to keep you by my side, grow up with you, spend the rest of my life with you
2025-02-13 08:46:06 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7451224043643997458/
2025-02-13 08:29:00 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7464203802925665544/
2025-02-13 08:28:04 UTC lsnjsmn._13: yes po?
2025-02-13 08:19:51 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7469719930313673992/
2025-02-13 08:12:08 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7470492215454764294/
2025-02-13 08:10:41 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7467465849675369735/
2025-02-13 07:49:24 UTC lsnjsmn._13: HAII, KAKAUWI KO LANG POOOO
2025-02-13 07:49:05 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7470544204033314068/
2025-02-13 06:34:21 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470752403063754030/
2025-02-13 06:31:41 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470661798660672790/
2025-02-13 06:28:24 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470519343172832520/
2025-02-13 06:28:07 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470749830013340970/
2025-02-13 06:24:30 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470667400002702593/
2025-02-13 06:21:52 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470539552768150806/
2025-02-12 20:28:04 UTC lsnjsmn._13: goodmorninggg moon
2025-02-12 20:27:53 UTC lsnjsmn._13: GOODMORNINGGG EURIEE
2025-02-12 12:57:13 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7462207714949664005/
2025-02-12 12:53:19 UTC prinsz.dom: goodnight moon!
2025-02-12 12:53:15 UTC prinsz.dom: sweet dreams, sleep tight!!
2025-02-12 12:53:09 UTC prinsz.dom: goodnight my love!!
2025-02-12 12:53:03 UTC prinsz.dom: matutulog na mee
2025-02-12 12:52:03 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7469834422288747783/
2025-02-12 12:07:38 UTC prinsz.dom: https://www.tiktokv.com/share/video/7443876824771202305/
2025-02-12 12:06:12 UTC prinsz.dom: https://www.tiktokv.com/share/video/7468895655512132910/
2025-02-12 12:04:51 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470136439947152648/
2025-02-12 12:00:36 UTC prinsz.dom: https://www.tiktokv.com/share/video/7455479741160721710/
2025-02-12 12:00:19 UTC prinsz.dom: we're the same! me heart only wants you, meaning, were meant for each other!!
2025-02-12 11:59:21 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7456645847523085599/
2025-02-12 11:50:33 UTC lsnjsmn._13: iloveyouumoreeeeee
2025-02-12 11:50:16 UTC prinsz.dom: awww, I already feel safe with you, I've been the happiest since I have met you, and I love you too my love!💕
2025-02-12 11:48:33 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7469001422135119111/
2025-02-12 11:46:41 UTC lsnjsmn._13: and also, komportable naman po ako sayooo
2025-02-12 11:46:29 UTC lsnjsmn._13: noo. it's actually okay for meee po, I love it kayaaa
2025-02-12 11:40:53 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470470769768746282/
2025-02-12 11:40:43 UTC prinsz.dom: https://www.tiktokv.com/share/video/7446511821843893506/
2025-02-12 11:40:12 UTC prinsz.dom: https://www.tiktokv.com/share/video/7461721590724644139/
2025-02-12 11:38:53 UTC prinsz.dom: https://www.tiktokv.com/share/video/7461397750651833631/
2025-02-12 11:33:29 UTC prinsz.dom: https://www.tiktokv.com/share/video/7463957049953586474/
2025-02-12 11:30:08 UTC lsnjsmn._13: mwapz!^^
2025-02-12 11:30:08 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7470105081074011399/
2025-02-12 11:28:13 UTC prinsz.dom: https://www.tiktokv.com/share/video/7457534201986960658/
2025-02-12 11:26:55 UTC prinsz.dom: yes my love, you've always been
2025-02-12 11:22:10 UTC lsnjsmn._13: ILOVEYOUMOREEEE LOVIEEEEE
2025-02-12 11:21:39 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470353559914106155/
2025-02-12 11:21:04 UTC prinsz.dom: yes I know it, plus you're the one for me
2025-02-12 11:18:33 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7458678070162115848/
2025-02-12 11:17:46 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7469921153746816264/
2025-02-12 09:57:37 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470457107909725482/
2025-02-12 09:55:33 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470423757585222954/
2025-02-12 09:52:10 UTC prinsz.dom: https://www.tiktokv.com/share/video/7469310699156638984/
2025-02-12 09:46:44 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470400174075055365/
2025-02-12 09:45:36 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470290007836626222/
2025-02-12 09:39:54 UTC prinsz.dom: https://www.tiktokv.com/share/video/7444291847209422126/
2025-02-12 09:38:22 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7470138614660205841/
2025-02-12 08:31:59 UTC prinsz.dom: https://www.tiktokv.com/share/video/7469509861823335697/
2025-02-12 08:28:30 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470423774194617643/
2025-02-12 08:26:02 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470163056065039624/
2025-02-11 21:11:22 UTC prinsz.dom: goodmorning moon!
2025-02-11 21:11:14 UTC prinsz.dom: GOODMORNING MY LOVE! 💕
2025-02-11 20:23:59 UTC lsnjsmn._13: goodmorninggg moonnn
2025-02-11 20:23:52 UTC lsnjsmn._13: GOODMORNINGGG POOO
2025-02-11 12:20:44 UTC lsnjsmn._13: seeyouuu tmr, mwps! ^^
2025-02-11 12:20:22 UTC lsnjsmn._13: sweetdreamss
2025-02-11 12:20:19 UTC lsnjsmn._13: sleepwell and sleeptight pooo
2025-02-11 12:20:02 UTC prinsz.dom: goodnight my love, sweet dreams! sleep tight, see you tomorrow my love! 💞
2025-02-11 12:20:00 UTC lsnjsmn._13: goodnightieee lovieee
2025-02-11 12:19:43 UTC prinsz.dom: matutulog na ako love!
2025-02-11 12:17:38 UTC prinsz.dom: https://www.tiktokv.com/share/video/7469912509697232174/
2025-02-11 12:14:42 UTC lsnjsmn._13: oki :)
2025-02-11 12:14:22 UTC prinsz.dom: https://www.tiktokv.com/share/video/7469989801278639406/
2025-02-11 12:08:23 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7469950173179809031/
2025-02-11 11:56:06 UTC prinsz.dom: that day won't happen, I ain't goin' to fall out of love to you, you my girl and if I love, I love til you fall out of love, I ain't gonna fall out until you fall out, and I know you ain't gonna fall out of love on me so I won't fall out of love on you love
2025-02-11 11:53:49 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7469996869071031559/
2025-02-11 11:49:46 UTC prinsz.dom: tapos na rin po love
2025-02-11 11:48:32 UTC lsnjsmn._13: ikaw pooo??
2025-02-11 11:48:29 UTC lsnjsmn._13: kakatapos lang, actually nyehehe
2025-02-11 11:48:18 UTC lsnjsmn._13: yesss lovieee
2025-02-11 11:42:29 UTC prinsz.dom: https://www.tiktokv.com/share/video/7460224985865391403/
2025-02-11 11:41:49 UTC prinsz.dom: https://www.tiktokv.com/share/video/7466198823648398635/
2025-02-11 11:40:57 UTC prinsz.dom: https://www.tiktokv.com/share/video/7453237302748368150/
2025-02-11 11:36:23 UTC prinsz.dom: hello kumain kana po ml?
2025-02-11 11:32:37 UTC prinsz.dom: https://www.tiktokv.com/share/video/7460830754126302482/
2025-02-11 11:28:49 UTC prinsz.dom: https://www.tiktokv.com/share/video/7469915445722746134/
2025-02-11 11:24:39 UTC prinsz.dom: https://www.tiktokv.com/share/video/7461349415450627345/
2025-02-11 11:24:28 UTC prinsz.dom: https://www.tiktokv.com/share/video/7460183812547300626/
2025-02-11 10:58:53 UTC prinsz.dom: https://www.tiktokv.com/share/video/7441289583930772758/
2025-02-11 10:56:04 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7469288833662586120/
2025-02-11 10:50:46 UTC prinsz.dom: based on my calculations, if we didn't let go of each other and stood strong til the end of the year, yes we could end 2025 together (high chance!! close to 100%!)
2025-02-11 10:48:41 UTC prinsz.dom: I miss you too mi amor
2025-02-11 10:44:44 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7460433080440900872/
2025-02-11 10:38:15 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7455976910439353618/
2025-02-11 10:31:48 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7452323690080947464/
2025-02-11 10:28:12 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7461963829707017479/
2025-02-11 10:16:19 UTC lsnjsmn._13: IMISSYOUUUU LOVIEEYYY
2025-02-11 10:16:19 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7469743335901564168/
2025-02-11 09:32:26 UTC prinsz.dom: I'll never get tired of you meine liebe
2025-02-11 09:31:03 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7469717205333052689/
2025-02-11 09:06:02 UTC prinsz.dom: https://www.tiktokv.com/share/video/7460678579601378567/
2025-02-11 09:02:56 UTC prinsz.dom: https://www.tiktokv.com/share/video/7469798383062977847/
2025-02-11 09:00:29 UTC prinsz.dom: https://www.tiktokv.com/share/video/7469767985473834258/
2025-02-11 08:59:07 UTC prinsz.dom: https://www.tiktokv.com/share/video/7469879808592235792/
2025-02-11 08:50:44 UTC prinsz.dom: https://www.tiktokv.com/share/video/7469263591091342638/
2025-02-11 08:45:52 UTC prinsz.dom: https://www.tiktokv.com/share/video/7469588038805490961/
2025-02-11 08:38:52 UTC prinsz.dom: https://www.tiktokv.com/share/video/7453595508955827478/
2025-02-11 08:36:52 UTC prinsz.dom: https://www.tiktokv.com/share/video/7469786656707595538/
2025-02-11 08:34:02 UTC prinsz.dom: https://www.tiktokv.com/share/video/7444234475346808086/
2025-02-11 08:33:19 UTC prinsz.dom: I love you too my love 💕
2025-02-11 08:31:47 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7459877992806747438/
2025-02-11 08:30:44 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7455780614432705834/
2025-02-11 08:29:28 UTC prinsz.dom: https://www.tiktokv.com/share/video/7453869652205161770/
2025-02-11 08:28:40 UTC prinsz.dom: https://www.tiktokv.com/share/video/7470056821806435592/
2025-02-11 08:26:56 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7469283222283701520/
2025-02-11 08:26:10 UTC prinsz.dom: https://www.tiktokv.com/share/video/7442357258610019606/
